form,sid,grp,ntm,loss,aic,bic,tau,pc_coef,dlp_coef,rlp_coef,mlp_coef,relt_coef
PC,99,0,1,275.2356127574369,612.4712255148737,721.6365139686035,2.282278788814814,1.7867265517075517,,,,
dLP,99,0,1,281.2670398850037,624.5340797700072,733.699368223737,9.852137396492918,,-1.9548198933944207,,,
rLP,99,0,1,342.24432390174564,746.4886478034912,855.6539362572207,1.6825464030569228,,,-1.5926716731120998,,
mLP,99,0,1,273.1094882913573,608.2189765827146,717.3842650364443,6.9332252927824545,,,,-0.4884363561513968,
RELT,99,0,1,245.48462809414542,552.9692561882911,662.1345446420205,9.008353886523514,,,,,0.4777486856468826
PC + dLP,99,0,1,257.255286541171,576.510573082342,685.6758615360718,5.985598718240649,0.44657520951885743,-1.9764535863994552,,,
PC + rLP,99,0,1,264.1952283906072,590.3904567812142,699.555745234944,7.175591184352622,0.7649484782326276,,0.7679596658409716,,
PC + mLP,99,0,1,267.0322961419212,596.0645922838424,705.2298807375722,2.3508619546669007,0.8934801196586405,,,-0.7816482605857723,
PC + RELT,99,0,1,245.3121018716,552.6242037431998,661.7894921969296,2.2587246538942733,0.1526438203342852,,,,1.7764573645361348
dLP + rLP,99,0,1,281.22624191704733,624.4524838340947,733.6177722878242,10.851245948568902,,-1.7915595470892218,0.02679645105913668,,
dLP + mLP,99,0,1,251.70069139225814,565.4013827845163,674.5666712382458,9.7219726754918,,-1.3088201875763459,,-0.2358325224951714,
dLP + RELT,99,0,1,238.72957418759842,539.4591483751968,648.6244368289265,3.6210989572580425,,-2.365628507782352,,,0.9542955180893568
rLP + mLP,99,0,1,272.9413383553799,607.8826767107597,717.0479651644895,6.5641964600257525,,,0.08345294342470526,-0.5280407122075547,
rLP + RELT,99,0,1,241.23681634526557,544.4736326905312,653.6389211442607,6.157665564518736,,,0.456463968910309,,0.7725082939428763
mLP + RELT,99,0,1,245.061878994796,552.1237579895919,661.2890464433216,4.882088241935389,,,,-0.09177639331209564,0.7892861105863009
PC + dLP + rLP,99,0,1,245.14276419504623,552.2855283900925,661.4508168438223,3.6437796331216985,1.1258473875453905,-3.4108844464593555,1.6571040732777862,,
PC + dLP + mLP,99,0,1,250.42042205830262,562.8408441166052,672.0061325703348,5.045762604055235,0.1924151551705749,-2.303979742183812,,-0.3311673825611417,
PC + dLP + RELT,99,0,1,238.67001313520228,539.3400262704047,648.5053147241342,6.1131940294771825,-0.03496844794313685,-1.4353727703174892,,,0.5933123754134213
PC + rLP + mLP,99,0,1,261.3301991982082,584.6603983964164,693.8256868501462,4.217828646247178,0.9076387347574296,,0.9997535664333091,-0.28552288500454154,
PC + rLP + RELT,99,0,1,239.13739769261696,540.2747953852338,649.4400838389636,6.645945495806077,0.2135971105665677,,0.5766827511699449,,0.5643548443195344
PC + mLP + RELT,99,0,1,245.0374659077484,552.0749318154967,661.2402202692264,4.128390290895916,0.03459364797838748,,,-0.09585192812699624,0.916906928669184
dLP + rLP + mLP,99,0,1,248.84628396555425,559.6925679311084,668.8578563848381,7.255881377122562,,-1.9437467868518492,0.33888018551440074,-0.3509643975471368,
dLP + rLP + RELT,99,0,1,231.1786746749355,524.357349349871,633.5226378036008,7.0345851389710035,,-1.5384667226155464,0.5810663232164407,,0.5682254936739355
dLP + mLP + RELT,99,0,1,238.24648341853762,538.4929668370753,647.658255290805,10.032319494795354,,-0.858023503981909,,-0.04601078548768938,0.2971217519150116
rLP + mLP + RELT,99,0,1,241.03155477249697,544.063109544994,653.2283979987236,4.2692073661953005,,,0.6428461935491121,-0.0773635419777879,1.0345332078928149
PC + dLP + rLP + mLP,99,0,1,242.7541738045236,547.5083476090472,656.6736360627767,5.740892385006492,0.4708091007594034,-2.1603231794270883,0.8658510822637214,-0.18821267247681492,
PC + dLP + rLP + RELT,99,0,1,230.38058694421443,522.7611738884289,631.9264623421585,7.189307635870267,0.12753450306154493,-1.4267061843847175,0.6516972703067008,,0.4656832387524314
PC + dLP + mLP + RELT,99,0,1,237.89829213413608,537.7965842682721,646.9618727220018,5.133167623031304,-0.11109574533748393,-1.7880488574845543,,-0.12751108885452173,0.6316063995101333
PC + rLP + mLP + RELT,99,0,1,239.04101086993302,540.0820217398659,649.2473101935957,3.7549168644368094,0.4257849166668847,,1.0676696498008629,0.0664523714825621,1.033505350232933
dLP + rLP + mLP + RELT,99,0,1,230.93721218454957,523.8744243690991,633.0397128228287,8.09263919222313,,-1.3410168166386165,0.4973750633176571,-0.04286044626997403,0.4492044656488139
PC + dLP + rLP + mLP + RELT,99,0,1,230.37589203007985,522.7517840601597,631.9170725138894,8.153516234791788,0.10765644699031028,-1.2615111394302956,0.5702909280079883,-0.006654970174892729,0.4070297404417193
PC,100,0,2,231.9580468391761,525.9160936783522,635.0813821320819,7.870713416131173,1.250033553491462,,,,
dLP,100,0,2,317.29683021378867,696.5936604275773,805.7589488813071,8.40500391633972,,-1.522945593737299,,,
rLP,100,0,2,318.94454095269776,699.8890819053955,809.0543703591252,9.795078354891825,,,-0.8845336584427922,,
mLP,100,0,2,330.85714166560706,723.7142833312141,832.8795717849437,8.573151879064277,,,,0.1343479241203044,
RELT,100,0,2,237.24679586463586,536.4935917292717,645.6588801830012,5.951230665410612,,,,,0.5382954569115834
PC + dLP,100,0,2,140.63197198794003,343.26394397588007,452.42923242960967,8.62270562845892,1.88706886304706,-3.763389520988371,,,
PC + rLP,100,0,2,229.60865064549094,521.2173012909819,630.3825897447116,6.736551396329792,1.356315936198674,,-0.4118607134995072,,
PC + mLP,100,0,2,231.73297304584386,525.4659460916878,634.6312345454172,6.4805282738472805,1.4987109251937267,,,0.019057379365678192,
PC + RELT,100,0,2,221.18053677331756,504.3610735466351,613.5263620003648,7.5473752933512195,0.8374232324603172,,,,0.20767909289415395
dLP + rLP,100,0,2,288.56908467402627,639.1381693480525,748.3034578017822,7.939585744088923,,-1.9566678466410348,-1.3089862618705692,,
dLP + mLP,100,0,2,300.5572542267462,663.1145084534924,772.279796907222,2.2518315201440564,,-5.588615741524558,,0.5868022191327142,
dLP + RELT,100,0,2,202.02526122909345,466.0505224581868,575.2158109119165,7.498573882783946,,-2.5958728765663324,,,0.4835152998388375
rLP + mLP,100,0,2,311.6841450051625,685.3682900103248,794.5335784640546,4.08690292412503,,,-1.6963366668186102,0.2072109431678137,
rLP + RELT,100,0,2,235.81884339220755,533.6376867844151,642.8029752381448,3.0775148608339307,,,-0.8689392079208006,,0.9787627471979212
mLP + RELT,100,0,2,234.4596247087181,530.9192494174363,640.0845378711658,4.254834873089751,,,,0.11526977108713472,0.7147201440339002
PC + dLP + rLP,100,0,2,134.85463433449948,331.70926866899896,440.8745571227287,13.535447588408351,1.5871508470579083,-2.730575361171244,0.6002202212380429,,
PC + dLP + mLP,100,0,2,107.86890094254619,277.7378018850924,386.9030903388221,11.742336645592067,4.049191527759986,-7.1821629953866735,,-0.3554678426189189,
PC + dLP + RELT,100,0,2,138.5891826861658,339.1783653723316,448.3436538260612,10.185050510211356,1.9799307868800224,-3.4653301604398594,,,-0.126037447144298
PC + rLP + mLP,100,0,2,229.5705540440082,521.1411080880164,630.306396541746,5.405673626442944,1.683563713971694,,-0.4980719025644968,0.009921409774776064,
PC + rLP + RELT,100,0,2,220.87418834385184,503.7483766877037,612.9136651414333,10.40303511002726,0.5944338773525283,,-0.1121376809155054,,0.14364022391646
PC + mLP + RELT,100,0,2,220.4859050825528,502.9718101651056,612.1370986188352,7.780100682420428,0.7731099231284293,,,0.02922495424645947,0.2043286318617919
dLP + rLP + mLP,100,0,2,285.1144790251112,632.2289580502222,741.394246503952,2.6811928768605693,,-5.279888936222611,-3.0357298754039697,0.2575395683672819,
dLP + rLP + RELT,100,0,2,198.4125237634006,458.8250475268012,567.9903359805309,8.405240069516317,,-2.51278754935334,-0.5776570825561893,,0.399681269099628
dLP + mLP + RELT,100,0,2,201.8967843083017,465.7935686166034,574.958857070333,5.362801549297036,,-3.576741933348913,,0.02345004757458975,0.665454317355505
rLP + mLP + RELT,100,0,2,234.13728901030274,530.2745780206054,639.4398664743351,1.5071260980662993,,,-0.8846286879342622,0.27983702954890305,1.9626022258615972
PC + dLP + rLP + mLP,100,0,2,103.18943946876162,268.37887893752327,377.5441673912529,10.906862713096269,5.082038321781711,-9.84657883098962,-1.433242371893173,-0.6105445887914912,
PC + dLP + rLP + RELT,100,0,2,132.26947936052045,326.5389587210409,435.70424717477056,9.066495769237608,2.9057214906326507,-4.516780997597198,0.9628624390786784,,-0.15681657439032234
PC + dLP + mLP + RELT,100,0,2,101.33143404049773,264.66286808099545,373.82815653472505,15.202697379040822,4.008709022008328,-6.5570037555447565,,-0.31550651065315777,-0.17652156236610114
PC + rLP + mLP + RELT,100,0,2,220.39757528182625,502.7951505636525,611.9604390173821,9.031525286359958,0.6622257325293485,,-0.07215840094774635,0.022200662201741644,0.17074910833326
dLP + rLP + mLP + RELT,100,0,2,196.65913038778285,455.3182607755657,564.4835492292954,5.809317090110501,,-4.184748964699175,-1.4562264614225358,-0.1162890151416231,0.609785066851376
PC + dLP + rLP + mLP + RELT,100,0,2,98.23253741976437,258.4650748395287,367.63036329325837,14.660430371874295,4.411512115752042,-7.834479414196815,-0.8701385010698875,-0.451428306560781,-0.16219107923135734
PC,101,0,3,342.98315513792096,747.9663102758418,857.1315987295717,2.3658041517789283,-0.3665542703800829,,,,
dLP,101,0,3,335.0936487758649,732.1872975517298,841.3525860054594,9.839355422707275,,0.1819363645427265,,,
rLP,101,0,3,254.18830619514802,570.376612390296,679.5419008440257,6.36531969028271,,,2.854851705530033,,
mLP,101,0,3,341.5475975054196,745.0951950108392,854.2604834645689,8.877120619868345,,,,-0.08433599404926291,
RELT,101,0,3,282.15236661967015,626.3047332393403,735.4700216930701,9.497409326374237,,,,,0.5052706771297195
PC + dLP,101,0,3,335.0492007274299,732.0984014548598,841.2636899085893,10.70790877963508,0.011141383085373815,0.17534083610919005,,,
PC + rLP,101,0,3,254.1249267308477,570.2498534616955,679.4151419154251,9.0137969874647,0.016786588368397706,,2.0268648904847875,,
PC + mLP,101,0,3,337.1132630101898,736.2265260203798,845.3918144741092,1.4124516451972071,-0.6904773706293413,,,-0.6131050767525117,
PC + RELT,101,0,3,280.362576394174,622.725152788348,731.8904412420778,6.0166122900380525,0.1161275491208956,,,,0.8574360290369828
dLP + rLP,101,0,3,237.63776399194003,537.27552798388,646.4408164376098,10.00655040067608,,0.2623914421695697,2.0033980767943054,,
dLP + mLP,101,0,3,332.4668754086075,726.933750817215,836.0990392709448,4.867779195979934,,0.33270767185208244,,-0.12203925757263955,
dLP + RELT,101,0,3,271.6821145783439,605.3642291566878,714.5295176104173,2.3559267303037785,,-1.263413164267854,,,3.1258589376335406
rLP + mLP,101,0,3,219.2639881656127,500.5279763312254,609.693264784955,6.396880535064606,,,4.08810696820573,-0.4292592760429729,
rLP + RELT,101,0,3,204.62247202341175,471.24494404682366,580.4102325005533,9.583056370712756,,,2.0419937913489328,,0.5128296098321875
mLP + RELT,101,0,3,282.1523403198914,626.3046806397828,735.4699690935124,6.024133405028089,,,,-0.0003873263263193225,0.7963696346530352
PC + dLP + rLP,101,0,3,225.01838866944416,512.0367773388883,621.202065792618,4.488768073632484,0.6028633372615854,1.0319375985461416,5.224016220747318,,
PC + dLP + mLP,101,0,3,332.40736249510013,726.8147249902001,835.9800134439297,5.332418830140892,-0.027064637751778226,0.2829409427264395,,-0.11666453752522267,
PC + dLP + RELT,101,0,3,271.4849119455363,604.9698238910726,714.1351123448022,2.8747092235618497,-0.10221668893484184,-1.1214522587524631,,,2.5820964036475886
PC + rLP + mLP,101,0,3,219.00978624381577,500.01957248763154,609.1848609413612,4.0782570189918435,0.0824758297308595,,6.480749193708097,-0.6685255812355803,
PC + rLP + RELT,101,0,3,196.09491518481465,454.1898303696293,563.3551188233588,5.323070859314745,0.3851421449328592,,3.952804215321,,1.1058948252046417
PC + mLP + RELT,101,0,3,280.22160895749647,622.4432179149929,731.6085063687227,5.711342605506752,0.13226935197587766,,,0.030561582118452262,0.9271292518119544
dLP + rLP + mLP,101,0,3,212.87003365459321,487.7400673091863,596.905355762916,5.6511196508133095,,0.3201680733202981,4.700252909556715,-0.44718851608520616,
dLP + rLP + RELT,101,0,3,204.4700194941967,470.9400389883934,580.1053274421231,4.966385443678795,,-0.07841924959222397,3.8669220672652234,,1.0453786718059077
dLP + mLP + RELT,101,0,3,271.68208236373255,605.3641647274651,714.5294531811948,2.5975943535140145,,-1.1458693695338191,,0.0009890842335896102,2.8356531090810964
rLP + mLP + RELT,101,0,3,193.8212135836044,449.6424271672088,558.8077156209383,9.215543214355586,,,2.6206253016855108,-0.2090580316867983,0.4091950602402209
PC + dLP + rLP + mLP,101,0,3,206.32755077888285,474.6551015577657,583.8203900114953,4.8071108127828985,0.4360166221836038,0.6948134913521044,5.993858865605551,-0.4614964396988388,
PC + dLP + rLP + RELT,101,0,3,192.9617992450877,447.9235984901754,557.0888869439051,4.871405073002799,0.6056614691000011,0.4518103059036584,4.9197548579268116,,0.9881134303401418
PC + dLP + mLP + RELT,101,0,3,271.46300080350187,604.9260016070039,714.0912900607335,7.631882958735572,-0.04295645929761836,-0.42620207125776827,,-0.009362388961366316,0.9678696455566242
PC + rLP + mLP + RELT,101,0,3,187.85523863187146,437.7104772637429,546.8757657174725,6.514468296568262,0.2729758523396317,,3.8609201878728885,-0.2564395901334672,0.7132230913245512
dLP + rLP + mLP + RELT,101,0,3,193.7175131331707,449.4350262663414,558.6003147200711,5.153503042867296,,-0.06211294423693248,4.626905475701079,-0.3722817018581159,0.7723607566324884
PC + dLP + rLP + mLP + RELT,101,0,3,185.729530031588,433.45906006317614,542.6243485169057,7.154349822375412,0.3556101407390595,0.2516152688947085,3.8378668312012136,-0.2216858641512945,0.5470997784219125
PC,102,0,2,274.96810283100444,611.9362056620089,721.1014941157385,5.636665887767273,-1.4167120153630597,,,,
dLP,102,0,2,324.743120740743,711.4862414814861,820.6515299352156,10.010673080802231,,-0.6644311897538548,,,
rLP,102,0,2,287.2684114962915,636.536822992583,745.7021114463125,5.80659076956624,,,2.08828264578718,,
mLP,102,0,2,334.8099970609512,731.6199941219023,840.7852825756322,6.514147145067207,,,,-0.3817851561355354,
RELT,102,0,2,218.46182084287452,498.92364168574915,608.0889301394787,1.901263394957856,,,,,2.439688115962974
PC + dLP,102,0,2,272.44608602075755,606.8921720415151,716.0574604952448,9.714119262416826,-0.9888861327463436,0.35670595472813743,,,
PC + rLP,102,0,2,253.36360029649452,568.7272005929891,677.8924890467188,8.016625703145474,-0.8263297928477816,,1.0961974780657049,,
PC + mLP,102,0,2,174.42431154052662,410.8486230810532,520.0139115347829,11.87572932600543,-1.1501421759501809,,,-1.2323759490831896,
PC + RELT,102,0,2,148.06641272504945,358.1328254500989,467.2981139038285,5.446253797449096,-1.8740244482223571,,,,0.8971184201285823
dLP + rLP,102,0,2,281.6966461777507,625.3932923555014,734.5585808092311,10.045026192722107,,-0.3802823880361057,1.1001135644731748,,
dLP + mLP,102,0,2,267.75628056806414,597.5125611361283,706.6778495898579,9.31164109262053,,-1.7059588254668827,,-0.8258587203168829,
dLP + RELT,102,0,2,169.83010737318614,401.6602147463723,510.82550320010193,6.191532000476234,,-2.3804885526690285,,,0.9061334863040283
rLP + mLP,102,0,2,214.30854413116626,490.6170882623325,599.7823767160621,10.334026314348616,,,2.395913072865536,-1.0033572551085812,
rLP + RELT,102,0,2,162.6409163647044,387.28183272940885,496.4471211831385,11.468072466157789,,,1.5462124707580545,,0.4392936225155247
mLP + RELT,102,0,2,218.02481942348285,498.0496388469657,607.2149273006953,8.860613810599956,,,,0.08242347906142805,0.5334930038496308
PC + dLP + rLP,102,0,2,250.6041431765973,563.2082863531947,672.3735748069241,3.890577512980492,-2.1694871862818603,0.9768861239264872,2.2794813539939085,,
PC + dLP + mLP,102,0,2,173.2923614788941,408.5847229577882,517.7500114115178,14.160241330449534,-1.061023814721899,0.2438963454508899,,-1.059142253560183,
PC + dLP + RELT,102,0,2,147.3763926721787,356.7527853443574,465.918073798087,6.955358631355968,-1.2907661367381698,-0.4129151232870469,,,0.7169678375866737
PC + rLP + mLP,102,0,2,125.85624851237102,313.71249702474205,422.8777854784717,6.880421744293053,-1.8332862664241325,,3.3489970320486657,-2.9202311257544658,
PC + rLP + RELT,102,0,2,133.4613967361883,328.9227934723766,438.0880819261063,7.272464348564202,-1.2069351885997923,,1.525551608953334,,0.7001850878612279
PC + mLP + RELT,102,0,2,124.95377430714485,311.9075486142897,421.0728370680194,10.700964427600752,-1.2440642853264725,,,-0.929604595732797,0.3444561092026419
dLP + rLP + mLP,102,0,2,177.53448645313458,417.06897290626915,526.2342613599989,13.356292569206552,,-1.05777443377643,1.8433713688526412,-1.0908228084521476,
dLP + rLP + RELT,102,0,2,145.02580923311248,352.05161846622497,461.2169069199545,6.983500666375753,,-1.4789265350644845,1.970535629092344,,0.803652713289028
dLP + mLP + RELT,102,0,2,164.1364916283335,390.27298325666703,499.43827171039663,6.361139359997352,,-2.738823577450016,,-0.5426145688540065,0.8227851619174422
rLP + mLP + RELT,102,0,2,152.5012643700446,367.0025287400892,476.1678171938188,5.041958217861222,,,4.680430391027505,-1.1273619271267763,0.8527222687515602
PC + dLP + rLP + mLP,102,0,2,125.41533084004192,312.83066168008384,421.9959501338135,15.810310309971408,-0.8547155444105351,0.1438556884600387,1.450971516081915,-1.2705739885563383,
PC + dLP + rLP + RELT,102,0,2,133.32649746587435,328.6529949317487,437.81828338547837,7.991220234489803,-1.0144257974234667,-0.17231445088830685,1.3759938004453474,,0.6428446903540014
PC + dLP + mLP + RELT,102,0,2,124.93509470828505,311.87018941657004,421.0354778702997,7.562736911073523,-1.792921991342785,0.07144410872016135,,-1.3270750500789374,0.48509051357293603
PC + rLP + mLP + RELT,102,0,2,104.21360959148005,270.4272191829601,379.5925076366897,7.301961918097832,-1.5956277234386718,,2.4178522865881904,-1.8021825300568781,0.4314387381477222
dLP + rLP + mLP + RELT,102,0,2,127.408654659107,316.817309318214,425.9825977719436,7.64196535344579,,-1.7789984934932055,2.651894921047244,-1.1054564749793263,0.5848755175873556
PC + dLP + rLP + mLP + RELT,102,0,2,104.18090712949328,270.36181425898656,379.5271027127162,6.878327645808593,-1.7425482766426417,0.1049692676933438,2.5667034847694485,-1.919381423408696,0.4544189894557278
PC,103,0,3,345.47106295651787,752.9421259130357,862.1074143667654,6.576654769889172,0.06635578696399587,,,,
dLP,103,0,3,341.4290464840492,744.8580929680985,854.023381421828,1.733842688257904,,-0.8786567199591367,,,
rLP,103,0,3,345.31194332313345,752.6238866462669,861.7891750999968,7.963848065655829,,,-0.1685129509217275,,
mLP,103,0,3,343.0817402144736,748.1634804289472,857.3287688826767,4.933796355841702,,,,-0.15125889611336546,
RELT,103,0,3,318.94395558176467,699.8879111635292,809.0531996172591,5.053265621102876,,,,,0.5458101684256378
PC + dLP,103,0,3,341.0331585024109,744.0663170048218,853.2316054585514,8.386468206281894,0.03171424023677314,-0.16952572759033396,,,
PC + rLP,103,0,3,344.5426740200814,751.0853480401628,860.2506364938923,8.32459459948376,0.044189569257134034,,-0.14170723255731266,,
PC + mLP,103,0,3,339.6970895479277,741.3941790958554,850.5594675495851,4.714475422939555,-0.4444416467674274,,,-0.5535742769153892,
PC + RELT,103,0,3,312.5979632568513,687.1959265137027,796.3612149674323,6.947213056170553,0.1702748829095819,,,,0.4477182845242362
dLP + rLP,103,0,3,340.94954935853883,743.8990987170778,853.0643871708073,2.4816800230599023,,-0.5838517517029621,-0.3489582413803156,,
dLP + mLP,103,0,3,340.5533544502785,743.1067089005569,852.2719973542868,5.270941852414245,,-0.22461998588652704,,-0.07917438488716766,
dLP + RELT,103,0,3,297.5913031886252,657.1826063772502,766.34789483098,5.187705373780952,,-0.7093194525655777,,,0.8402826822946863
rLP + mLP,103,0,3,342.44366600134464,746.8873320026892,856.0526204564187,9.083301784620634,,,-0.11007927114933122,-0.07502821842141623,
rLP + RELT,103,0,3,307.16435126346795,676.3287025269359,785.4939909806656,1.85943275986136,,,-2.4469918746539916,,1.9954465794435188
mLP + RELT,103,0,3,303.8625155973454,669.7250311946908,778.8903196484206,2.151548767943133,,,,-0.8551105122130509,1.6568035199821491
PC + dLP + rLP,103,0,3,340.6809267216203,743.3618534432406,852.5271418969702,5.720599155799184,0.038782166974473134,-0.2393214445119683,-0.13233582078216788,,
PC + dLP + mLP,103,0,3,339.5063993466208,741.0127986932416,850.1780871469713,3.0149663684720203,-0.5379081416099177,-0.15149938895491574,,-0.6846889669245143,
PC + dLP + RELT,103,0,3,294.9070769220299,651.8141538440598,760.9794422977893,9.028928780186556,0.09041778357936912,-0.3617948773743567,,,0.486271522755142
PC + rLP + mLP,103,0,3,338.73807783543117,739.4761556708625,848.6414441245921,8.516307566303942,-0.2679923905119088,,-0.14796919255317614,-0.3167827184979515,
PC + rLP + RELT,103,0,3,301.37851609824304,664.7570321964861,773.9223206502157,9.091507588147682,0.12707446924315466,,-0.5104386714229929,,0.4460377644540741
PC + mLP + RELT,103,0,3,299.4001561074539,660.8003122149078,769.9656006686374,7.660507864279148,-0.3036079290063328,,,-0.505485258536603,0.4800505216284422
dLP + rLP + mLP,103,0,3,340.2001340318552,742.4002680637102,851.5655565174401,8.845529550440594,,-0.12886422211063814,-0.08528621313398001,-0.043601505141942776,
dLP + rLP + RELT,103,0,3,291.6446272471616,645.2892544943232,754.4545429480528,5.680938340584933,,-0.5864514195879561,-0.6042493772055954,,0.8512961509793545
dLP + mLP + RELT,103,0,3,295.10836331487184,652.2167266297437,761.3820150834732,5.7993350633602985,,-0.4674780359394597,,-0.15495377369569568,0.7342052875402438
rLP + mLP + RELT,103,0,3,293.8901825049441,649.7803650098882,758.9456534636179,4.977283691438559,,,-0.9097834156539896,-0.3417179308861912,0.8856759690680561
PC + dLP + rLP + mLP,103,0,3,338.69198017511144,739.3839603502229,848.5492488039525,6.7768173075784075,-0.30067040186816296,-0.034129676152660986,-0.17638829765010997,-0.3575312663121588,
PC + dLP + rLP + RELT,103,0,3,289.35640858984306,640.7128171796861,749.8781056334157,9.44936245110223,0.08148473238563007,-0.3073315028123094,-0.36231019020626093,,0.5150277150590462
PC + dLP + mLP + RELT,103,0,3,294.90614361504163,651.8122872300833,760.9775756838129,4.8655069159135715,0.17965826646214125,-0.680600464515834,,0.014063076951727113,0.904482666451344
PC + rLP + mLP + RELT,103,0,3,289.2904761078977,640.5809522157954,749.746240669525,3.34771894127678,-0.7688267531114075,,-1.3636965940880001,-1.1652599924042626,1.3363190759347603
dLP + rLP + mLP + RELT,103,0,3,288.7241557618727,639.4483115237454,748.613599977475,6.0086856620893805,,-0.36980408154652383,-0.6137199726264725,-0.1615055025607437,0.7944268226445618
PC + dLP + rLP + mLP + RELT,103,0,3,288.39597455172293,638.7919491034459,747.9572375571754,3.822953195509356,-0.30078580586940395,-0.38396003431693854,-1.0497862162774954,-0.5759887474228164,1.219394482140269
PC,104,0,2,171.62782045572467,405.25564091144935,514.4209293651792,11.341460150908064,0.7173815724223174,,,,
dLP,104,0,2,173.89897278781632,409.79794557563264,518.9632340293622,9.63170621486677,,0.7914538481655613,,,
rLP,104,0,2,306.38254767609953,674.7650953521991,783.9303838059288,2.6775885798357892,,,-2.653147970704456,,
mLP,104,0,2,198.57176969954273,459.14353939908545,568.308827852815,11.198349609969739,,,,0.9370982644837446,
RELT,104,0,2,232.45914857322643,526.9182971464529,636.0835856001825,1.4497792542124155,,,,,2.094401934610307
PC + dLP,104,0,2,164.3387176386916,390.6774352773832,499.8427237311129,4.690043998668207,0.9786442845179778,0.8515290687149942,,,
PC + rLP,104,0,2,164.53482045984396,391.069640919688,500.2349293734176,6.5959353922403965,1.2115009783842592,,-0.5812986813070886,,
PC + mLP,104,0,2,167.30156467658384,396.60312935316773,505.7684178068973,3.3920542472477915,3.832797415390647,,,-2.1425767136766343,
PC + RELT,104,0,2,127.76674026014892,317.5334805202978,426.6987689740274,3.748497069381804,2.039048680944577,,,,0.6032694012646025
dLP + rLP,104,0,2,173.10968247609017,408.21936495218034,517.38465340591,6.417302471577997,,1.23738728578886,0.21422528331471916,,
dLP + mLP,104,0,2,173.20885137660645,408.4177027532129,517.5829912069426,0.9906661521350448,,6.726617327685619,,1.758837746472934,
dLP + RELT,104,0,2,156.602412855688,375.20482571137603,484.3701141651056,2.260980785238412,,2.743497625417658,,,0.6674505717184486
rLP + mLP,104,0,2,184.449284503459,430.8985690069181,540.0638574606477,6.482442083441949,,,-0.7667153468334665,1.6022033866049648,
rLP + RELT,104,0,2,232.34001038497644,526.6800207699529,635.8453092236824,4.660470418707282,,,-0.1278547610934642,,0.6323112766754418
mLP + RELT,104,0,2,160.05782508738272,382.11565017476545,491.2809386284951,5.333480572028337,,,,1.7319389389724074,0.3692379879081887
PC + dLP + rLP,104,0,2,163.02767300807355,388.0553460161471,497.2206344698767,8.16108993669689,0.7204345788515409,0.3040064765952106,-0.27328798154364353,,
PC + dLP + mLP,104,0,2,157.96767332268632,377.93534664537276,487.1006350991023,5.506842362567926,1.7770162847462083,0.8697014627106463,,-1.5982389552284968,
PC + dLP + RELT,104,0,2,123.3862606447378,308.7725212894756,417.9378097432052,6.891329808845044,1.7364330563301291,-0.7439242732270146,,,0.4565100684572842
PC + rLP + mLP,104,0,2,162.93038019341068,387.86076038682137,497.0260488405509,7.789299596763494,1.4168533402695078,,-0.4126161207487005,-0.5931301349391046,
PC + rLP + RELT,104,0,2,126.35722725204285,314.71445450408567,423.8797429578153,6.1306262808883165,1.2597838242640005,,0.4205787519079711,,0.4245764859194005
PC + mLP + RELT,104,0,2,110.22249412259228,282.44498824518456,391.61027669891416,10.268552366561957,1.9256297799136963,,,-1.9975933296609492,0.3302218548975733
dLP + rLP + mLP,104,0,2,173.04064731707288,408.08129463414576,517.2465830878754,5.846954784257755,,1.2636854334403418,0.15954905647970175,0.13893243029526686,
dLP + rLP + RELT,104,0,2,150.81988780210077,363.63977560420153,472.8050640579312,8.765003217525045,,0.7759426329049246,0.5387088491690586,,0.22249145261993744
dLP + mLP + RELT,104,0,2,154.55901743109018,371.1180348621804,480.28332331590997,8.509980657185661,,0.4794873658300594,,0.4390087600841048,0.18534233742233505
rLP + mLP + RELT,104,0,2,160.04044381986895,382.08088763973785,491.2461760934675,5.5620249018559695,,,0.045676212709910236,1.6610097059110438,0.3607529779130269
PC + dLP + rLP + mLP,104,0,2,157.7235785259436,377.4471570518872,486.6124455056169,6.836088183668753,1.451922950282169,0.8482063295066039,0.1841881136095968,-1.4958147959821466,
PC + dLP + rLP + RELT,104,0,2,123.15689127176115,308.3137825435224,417.479070997252,7.561555122668874,1.540883109639731,-0.6196939234814894,0.1523367690865864,,0.4274017761643719
PC + dLP + mLP + RELT,104,0,2,106.36567744456758,274.73135488913516,383.8966433428648,7.915121238556352,3.2990078998218832,-0.7697351196716002,,-2.84455793503105,0.5808872368019649
PC + rLP + mLP + RELT,104,0,2,100.97734965012519,263.95469930025035,373.11998775397996,4.6168169325652375,5.596718894632253,,1.7198491913051823,-6.4341115394716875,1.0650507855037443
dLP + rLP + mLP + RELT,104,0,2,150.81920352694286,363.63840705388566,472.80369550761526,8.531871587368004,,0.8037686099491438,0.558043087310076,-0.010390851713634141,0.22873014829280666
PC + dLP + rLP + mLP + RELT,104,0,2,100.58889777795989,263.1777955559198,372.3430840096494,10.37679737017856,2.660081179313623,-0.23735005505410806,0.6816579833329232,-2.8293654558650347,0.5085647670548923
PC,105,0,3,310.03877079209224,682.0775415841845,791.2428300379141,6.674535011404591,-0.36596733179194657,,,,
dLP,105,0,3,336.3921464742731,734.7842929485462,843.9495814022757,1.334067746776123,,-1.2354726640712752,,,
